,molecule_chembl_id,canonical_smiles,pIC50
209,CHEMBL470220,CSc1ccc(NC(=O)c2cc3ccccc3oc2=O)cc1,5.546681659952962
210,CHEMBL470221,O=C(Nc1ccc(F)cc1)c1cc2ccccc2oc1=O,7.173925197299173
211,CHEMBL513209,O=C(O)c1ccc(NC(=O)c2cc3ccccc3oc2=O)cc1,5.943095148663527
212,CHEMBL470226,CS(=O)(=O)c1ccc(NC(=O)c2cc3ccccc3oc2=O)cc1,8.853871964321762
213,CHEMBL453410,O=C(Nc1ccc(O)cc1)c1cc2ccccc2oc1=O,6.096910013008056
214,CHEMBL469818,Cc1cccc(Cl)c1NC(=O)c1cc2ccccc2oc1=O,4.719649306953994
215,CHEMBL511966,Cc1ccc(C)c(NC(=O)c2cc3ccccc3oc2=O)c1,4.648783654660658
216,CHEMBL470020,Cc1ccc(NC(=O)c2cc3ccccc3oc2=O)c(C)c1,4.862013267276469
217,CHEMBL511967,Cc1cccc(NC(=O)c2cc3ccccc3oc2=O)c1C,4.738261452647462
218,CHEMBL512719,Cc1cccc(C)c1NC(=O)c1cc2ccccc2oc1=O,5.889410289700751
219,CHEMBL472069,O=C(Nc1c(F)cccc1F)c1cc2ccccc2oc1=O,5.034798298974088
220,CHEMBL471221,Cc1ccc(NC(=O)c2cc3ccccc3oc2=O)cc1C,6.42021640338319
221,CHEMBL450518,COc1ccc(NC(=O)c2cc3ccccc3oc2=O)cc1OC,6.0655015487564325
222,CHEMBL471232,Cc1cc(C)cc(NC(=O)c2cc3ccccc3oc2=O)c1,6.154901959985743
223,CHEMBL508793,COc1cc(NC(=O)c2cc3ccccc3oc2=O)cc(OC)c1,5.3788237182249645
224,CHEMBL469768,O=C(Nc1c(F)c(F)c(F)c(F)c1F)c1cc2ccccc2oc1=O,6.337242168318426
225,CHEMBL511789,N#Cc1c(F)c(F)c(NC(=O)c2cc3ccccc3oc2=O)c(F)c1F,6.0655015487564325
226,CHEMBL513549,O=C(Nc1c(F)c(F)nc(F)c1F)c1cc2ccccc2oc1=O,6.236572006437063
227,CHEMBL469976,O=C(NCc1ccccc1)c1cc2ccccc2oc1=O,5.707743928643524
228,CHEMBL448696,CN(C(=O)c1cc2ccccc2oc1=O)c1ccccc1,5.051098239029786
229,CHEMBL471447,O=C(NC1CCCCC1)c1cc2ccc(OCc3ccccc3)cc2oc1=O,4.190777078310578
230,CHEMBL499266,CC(C)CNC(=O)c1cc2ccc(OCc3ccccc3)cc2oc1=O,5.018181392829336
231,CHEMBL512703,CC(C)c1ccc(NC(=O)c2cc3ccc(OCc4ccccc4)cc3oc2=O)cc1,5.432973633840939
232,CHEMBL470612,N#Cc1c(F)c(F)c(NC(=O)c2cc3ccc(OCc4ccccc4)cc3oc2=O)c(F)c1F,4.781464494783472
233,CHEMBL472218,O=C(Nc1ccccc1Cc1ccccc1)c1cc2ccc(OCc3ccccc3)cc2oc1=O,4.19708951058096
234,CHEMBL469571,Cc1cccc(Cl)c1NC(=O)c1cc2ccc(OCc3ccccc3)cc2oc1=O,4.2111955069553515
235,CHEMBL469782,COc1ccc(NC(=O)c2cc3ccc(OCc4ccccc4)cc3oc2=O)cc1OC,5.357535479757878
236,CHEMBL469783,COc1cc(NC(=O)c2cc3ccc(OCc4ccccc4)cc3oc2=O)cc(OC)c1,5.473660722610156
237,CHEMBL502021,O=C(NCc1ccccc1)c1cc2ccc(OCc3ccccc3)cc2oc1=O,6.00436480540245
238,CHEMBL526897,O=C(NNc1ccccc1)c1cc2ccc(OCc3ccccc3)cc2oc1=O,5.3448615651886175
239,CHEMBL500683,N#Cc1c(F)c(F)c(NC(=O)c2cc3ccc(OCc4ccc(F)cc4)cc3oc2=O)c(F)c1F,5.462180904926726
240,CHEMBL484769,Cc1cccc(Cl)c1NC(=O)c1cc2ccc(OCc3ccc(F)cc3)cc2oc1=O,4.380489279161502
241,CHEMBL484410,COc1ccc(NC(=O)c2cc3ccc(OCc4ccc(F)cc4)cc3oc2=O)cc1OC,5.542118103266008
242,CHEMBL519678,COc1cc(NC(=O)c2cc3ccc(OCc4ccc(F)cc4)cc3oc2=O)cc(OC)c1,4.666351243485299
243,CHEMBL470008,CN(C(=O)c1cc2ccc(OCc3ccccc3)cc2oc1=O)c1ccccc1,5.6252516539898965
244,CHEMBL471228,COc1ccc(NC(=O)c2cc3ccc(OCc4ccccc4)c(C)c3oc2=O)cc1OC,5.302770657240282
258,CHEMBL139679,O=C(/C=C/c1ccc(Cl)cc1)c1ccc(O)cc1O,8.292429823902063
259,CHEMBL406861,COc1ccc(C(=O)/C=C/c2ccc(Cl)cc2)c(O)c1,8.356547323513812
260,CHEMBL7531,O=C(/C=C/c1ccc(Cl)cc1)c1ccc(O)cc1,7.508638306165727
262,CHEMBL490752,O=C(/C=C/c1ccc(Cl)cc1)c1ccc(F)cc1O,7.1487416512809245
263,CHEMBL489719,COc1ccc(C(=O)/C=C/c2ccc(Cl)cc2)cc1,7.267606240177032
264,CHEMBL241861,O=C(/C=C/c1ccc(Cl)cc1)c1ccccc1O,6.795880017344075
265,CHEMBL490923,CS(=O)(=O)c1ccc(C(=O)/C=C/c2ccc(Cl)cc2)cc1,6.327902142064283
266,CHEMBL489720,COc1ccc(C(=O)/C=C/c2ccc(OCc3ccccc3)cc2)cc1,6.346787486224656
267,CHEMBL490922,O=C(/C=C/c1ccc(OCc2ccccc2)cc1)c1ccc(F)cc1,6.301029995663981
268,CHEMBL489718,CC(C)=CCOc1ccc(C(=O)/C=C/c2ccc(Cl)cc2)c(O)c1,5.903089986991944
269,CHEMBL7976,O=C(/C=C/c1ccccc1)c1ccccc1,5.85078088734462
270,CHEMBL491888,CC(C)=CCOc1ccc(C(=O)/C=C/c2ccc(C)cc2)c(O)c1,5.987162775294828
272,CHEMBL450771,CC(C)=CCOc1ccc(C(=O)/C=C/c2ccccc2)c(O)c1,4.726767165956955
281,CHEMBL511601,N[C@]1(c2ccccc2)C[C@]1(F)c1ccccc1,4.698970004336019
282,CHEMBL469024,N[C@H]1C[C@@]1(F)c1ccccc1,4.431798275933005
283,CHEMBL500248,COc1ccc([C@@]2(F)C[C@H]2N)cc1OC,3.3279021420642825
284,CHEMBL468855,COc1ccc([C@@]2(F)C[C@@H]2N)cc1OC,3.638272163982407
285,CHEMBL468854,COc1ccc([C@@]2(F)C[C@H]2N)cc1,4.7447274948966935
286,CHEMBL462630,COc1ccc([C@@]2(F)C[C@@H]2N)cc1,5.292429823902063
288,CHEMBL468852,Cc1ccc([C@@]2(F)C[C@@H]2N)cc1,4.886056647693163
289,CHEMBL446059,N[C@@H]1C[C@]1(F)c1ccc(C(F)(F)F)cc1,5.1487416512809245
290,CHEMBL468597,N[C@H]1C[C@]1(F)c1ccc(C(F)(F)F)cc1,5.267606240177032
291,CHEMBL446771,N[C@@H]1C[C@]1(F)c1ccc(F)cc1,5.0
292,CHEMBL447729,N[C@H]1C[C@]1(F)c1ccc(F)cc1,5.309803919971486
293,CHEMBL460269,N[C@@H]1C[C@]1(F)c1ccc(Cl)cc1,5.318758762624412
294,CHEMBL466770,N[C@H]1C[C@]1(F)c1ccc(Cl)cc1,5.431798275933005
297,CHEMBL467794,N[C@@H]1C[C@@H]1c1ccccc1,4.721246399047171
298,CHEMBL509322,NC[C@@]1(c2ccccc2)C[C@@H]1F,4.619788758288394
